,varname,long_name,code,table,units,model,outdatatype,dims,stream
hyai,,hybrid A coefficient at layer interfaces,,,Pa,echam6,tracer,['nhyi'],echam6_tracer
hybi,,hybrid B coefficient at layer interfaces,,,1,echam6,tracer,['nhyi'],echam6_tracer
hyam,,hybrid A coefficient at layer midpoints,,,Pa,echam6,tracer,['nhym'],echam6_tracer
hybm,,hybrid B coefficient at layer midpoints,,,1,echam6,tracer,['nhym'],echam6_tracer
CO2,,mass fraction of CO2 in air,1,255,kg kg-1,echam6,tracer,"['time', 'lev', 'lat', 'lon']",echam6_tracer
runoff,,Surface Runoff and Drainage (acc+weighted),160,185,kg/m^2s,echam6,accw,"['time', 'lat', 'lon']",echam6_accw
drainage,,Drainage (acc+weighted),161,185,kg/m^2s,echam6,accw,"['time', 'lat', 'lon']",echam6_accw
ground_heat_flux,,Ground Heat Flux (acc+weighted),206,185,W/m^2,echam6,accw,"['time', 'lat', 'lon']",echam6_accw
glacier_runoff,,Glacier Runoff (acc+weighted),215,185,kg/m^2s,echam6,accw,"['time', 'lat', 'lon']",echam6_accw
snow_melt,,Land Snow Melt (acc+weighted),218,185,kg/m^2s,echam6,accw,"['time', 'lat', 'lon']",echam6_accw
glacier_precip_minus_evap,,P-E over land ice (acc+weighted),221,185,kg/m^2s,echam6,accw,"['time', 'lat', 'lon']",echam6_accw
snow_accumulation,,Snow Accumulation (acc+weighted),222,185,kg/m^2s,echam6,accw,"['time', 'lat', 'lon']",echam6_accw
glacier_melt,,Glacier Ice Melt (acc+weighted),228,185,kg/m^2s,echam6,accw,"['time', 'lat', 'lon']",echam6_accw
var64,,,,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
var65,,,,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
var66,,,,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
var67,,,,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ocu,,ocean eastw. velocity (coupled mode),83,128,m/s,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ocv,,ocean northw. velocity (coupled mode),84,128,m/s,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
tradl,,thermal radiation 200mb,85,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
sradl,,solar radiation 200mb,86,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
trafl,,thermal radiation 200mb (clear sky),87,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
srafl,,solar radiation 200mb (clear sky),88,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
trfliac,,LW flux over ice,91,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
trflwac,,LW flux over water,92,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
trfllac,,LW flux over land,93,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
sofliac,,SW flux over ice,94,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
soflwac,,SW flux over water,95,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
sofllac,,SW flux over land,96,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
friac,,ice cover (fraction of grid box),97,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
var100,,,,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
var101,,,,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
tsi,,surface temperature of ice,102,128,K,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
tsw,,surface temperature of water,103,128,K,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ustri,,zonal      wind stress over ice,104,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
vstri,,meridional wind stress over ice,105,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ustrw,,zonal      wind stress over water,106,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
vstrw,,meridional wind stress over water,107,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ustrl,,zonal      wind stress over land,108,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
vstrl,,meridional wind stress over land,109,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahfliac,,latent heat flux over ice,110,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahflwac,,latent heat flux over water,111,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahfllac,,latent heat flux over land,112,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
evapiac,,evaporation over ice,113,128,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
evapwac,,evaporation over water,114,128,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
evaplac,,evaporation over land,115,128,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
az0i,,roughness length over ice,116,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
az0w,,roughness length over water,117,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahfsiac,,sensible heat flux over ice,119,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahfswac,,sensible heat flux over water,120,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahfslac,,sensible heat flux over land,121,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
alsoi,,albedo of ice,122,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
alsow,,albedo of water,123,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
alsol,,albedo of land,124,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
aps,,surface pressure,134,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
apmeb,,vert. integr. tendencies of water,137,128,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
tslm1,,surface temperature of land,139,128,K,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ws,,soil wetness,140,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
sn,,snow depth,141,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
aprl,,large scale precipitation,142,128,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
aprc,,convective  precipitation,143,128,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
aprs,,snow fall,144,128,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
vdis,,boundary layer dissipation,145,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahfs,,sensible heat flux,146,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahfl,,latent heat flux,147,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
xivi,,vertically integrated cloud ice,150,128,kg m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
slp,,mean sea level pressure,151,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
aclcov,,total cloud cover (mean),164,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
u10,,10m u-velocity,165,128,m/s,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
v10,,10m v-velocity,166,128,m/s,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
temp2,,2m temperature,167,128,K,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
dew2,,2m dew point temperature,168,128,K,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
tsurf,,surface temperature,169,128,K,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
wind10,,10m windspeed,171,128,m/s,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
albedo,,surface albedo,175,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
srads,,net surface solar radiation,176,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
trads,,net surface thermal radiation,177,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
srad0,,net top solar radiation,178,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
trad0,,top thermal radiation (OLR),179,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ustr,,u-stress,180,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
vstr,,v-stress,181,128,Pa,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
evap,,evaporation,182,128,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
srad0d,,top incoming solar radiation,184,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
srafs,,net surf. solar radiation   (clear sky),185,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
trafs,,net surf. thermal radiation (clear sky),186,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
sraf0,,net top solar radiation     (clear sky),187,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
traf0,,net top thermal radiation   (clear sky),188,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
sclf0,,SW top cloud forcing (178-187),191,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
tclf0,,LW top cloud forcing (179-188),192,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
wl,,skin reservoir content,193,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
vdisgw,,gravity wave dissipation,197,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
srad0u,,top solar radiation upward,203,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
sradsu,,surface solar radiation upward,204,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
tradsu,,surface thermal radiation upward,205,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahfcon,,conductive heat flux through ice,208,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
ahfres,,melting of ice,209,128,W m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
seaice,,ice cover (fraction of 1-SLM),210,128,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
siced,,ice depth,211,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
gld,,glacier depth,213,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
sni,,water equivalent of snow on ice,214,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
wimax,,maximum 10m-wind speed,216,128,m/s,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
wsmx,,field capacity of soil,229,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
qvi,,vertically integrated water vapor,230,128,kg m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
xlvi,,vertically integrated cloud water,231,128,kg m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
snc,,snow depth at the canopy,233,128,m,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
abso4,,antropogenic sulfur burden,235,128,kg m-2,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
precip,,total precipitation,4,128,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
drain,,drainage,161,185,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
grndflux,,surface ground heat flux,206,185,,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
rogl,,glacier runoff,215,185,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
snmel,,snow melt,218,185,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
apmegl,,P-E over land ice,221,185,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
snacl,,snow accumulation over land,222,185,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
sodif,,diffusivity of soil and land ice,228,185,m^2/s,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
runtoc,,surface runoff into ocean,219,180,kg m-2 s-1,echam6,BOT_mm,"['time', 'lat', 'lon']",echam6_BOT_mm
co2_flx_inst,,upward surface CO2 flux,2,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flux,,total upward surface CO2 flux (acc.),5,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_land,,total upward land CO2 flux (acc.),6,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_ocean,,upward ocean CO2 flux (acc.),7,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_burden,,CO2 content (acc.),8,255,kg m-2,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_burden_corr_acc2,,CO2 correction in tendencies (acc.),9,255,kg m-2,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flux_corr,,CO2 flux correction (acc.),10,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_burden_inst,,CO2 content,14,255,kg m-2,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_total_inst,,total upward surface CO2 flux,15,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2ocean,,pco2 of surface ocean water,17,255,ppm CO2,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2trans,,transfer velocity of ocean/atmosphere CO2 flux,18,255,10-9 mol s m-4,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_anthro,,upward anthropogenic CO2 flux (acc.),20,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_npp,,upward CO2 flux - NPP (acc.),21,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_resp,,upward CO2 flux - soil respiration (acc.),22,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_herb,,upward CO2 flux - herbivory (acc.),23,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_lcc,,upward CO2 flux - land use change (acc.),24,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_harvest,,upward CO2 flux - harvest (acc.),25,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
co2_flx_fire,,upward CO2 flux - fire (acc.),26,255,kg m-2 s-1,echam6,co2_mm,"['time', 'lat', 'lon']",echam6_co2_mm
t,,temperature,130,128,K,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
u,,u-velocity,131,128,m/s,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
v,,v-velocity,132,128,m/s,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
q,,specific humidity,133,128,kg/kg,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
omega,,vertical velocity,135,128,Pa/s,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
xl,,cloud water,153,128,kg/kg,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
xi,,cloud ice,154,128,kg/kg,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
geopoth,,geopotential height,156,128,m,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
rhumidity,,relative humidity,157,128,fraction,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
aclcac,,cloud cover,223,128,,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
svo,,vorticity,138,128,1/s,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
stream,,streamfunction,148,128,m^2/s,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
velopot,,velocity potential,149,128,m^2/s,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
sd,,divergence,155,128,1/s,echam6,ATM_mm,"['time', 'plev', 'lat', 'lon']",echam6_ATM_mm
st,,temperature,130,128,K,echam6,echam,"['time', 'lev', 'nsp', 'nc2']",echam6_echam
lsp,,log surface pressure,152,128,,echam6,echam,"['time', 'nsp', 'nc2']",echam6_echam
rsdscs,,surface downwelling shortwave radiation flux (clear-sky),50,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rsuscs,,surface upwelling shortwave radiation flux (clear-sky),51,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rsdscs_na,,instantaneous surface downwelling shortwave radiation flux (clear-sky),52,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rsuscs_na,,instantaneous surface upwelling shortwave radiation flux (clear-sky),53,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
q2m,,2m specific humidity,54,128,,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rh2m,,2m relative humidity,55,128,,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rsdsiac,,surface downwelling shortwave radiation over ice,56,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rsdswac,,surface downwelling shortwave radiation over water,57,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rsusiac,,surface upwelling shortwave radiation over ice,58,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rsuswac,,surface upwelling shortwave radiation over water,59,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rldsiac,,surface downwelling longwave radiation over ice,60,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rldswac,,surface downwelling longwave radiation over water,61,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rlusiac,,surface upwelling longwave radiation over ice,62,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
rluswac,,surface upwelling longwave radiation over water,63,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
sh_vdiff,,column heating due to vertical diffusion,64,128,W/m**2,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
ev_vdiff,,column moistening due to vertical diffusion,65,128,kg/m**2s,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
ch_concloud,,convective heating,66,128,W/m**s,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
cw_concloud,,convective moistening,67,128,kg/m**2s,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
fage,,aging factor of snow on ice,68,128,,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
snifrac,,fraction of ice covered with snow,69,128,,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
barefrac,,bare ice fraction,70,128,,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
alsom,,albedo of melt ponds,71,128,,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
alsobs,,albedo of bare ice and snow without ponds,72,128,,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
sicepdw,,melt pond depth on sea-ice,73,128,m,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
sicepdi,,ice thickness on melt pond,74,128,m,echam6,echam,"['time', 'lat', 'lon']",echam6_echam
